Item_Identifier,Item_Fat_Content,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Gender,Age,Profession,Item_Outlet_Sales
FDF14,Low Fat,Canned,152.334,OUT035,Small,Tier 2,Supermarket Type1,Male,21,Healthcare,2603.278
NCD06,Low Fat,Household,45.406,OUT046,Small,Tier 1,Supermarket Type1,Female,38,Artist,605.878
DRM47,Low Fat,Hard Drinks,192.8846,OUT027,Medium,Tier 3,Supermarket Type3,Male,28,Healthcare,2293.0152
FDS46,Regular,Snack Foods,118.7782,OUT019,Small,Tier 1,Grocery Store,Female,32,Healthcare,119.1782
FDB35,Regular,Starchy Foods,92.9804,OUT013,High,Tier 3,Supermarket Type1,Female,33,,1929.4884
FDX21,LF,Snack Foods,109.8912,OUT027,Medium,Tier 3,Supermarket Type3,Female,56,Lawyer,2074.6328
NCU05,Low Fat,Health and Hygiene,79.9618,OUT027,Medium,Tier 3,Supermarket Type3,Female,53,Artist,241.6854
NCR38,Low Fat,Household,251.3724,OUT045,,Tier 2,Supermarket Type1,Male,57,Executive,6795.1548
NCR18,Low Fat,Household,42.7112,OUT017,,Tier 2,Supermarket Type1,Female,59,Artist,639.168
NCU41,Low Fat,Health and Hygiene,192.1846,OUT035,Small,Tier 2,Supermarket Type1,Female,25,Healthcare,3248.4382
FDY56,Regular,Fruits and Vegetables,227.6062,OUT017,,Tier 2,Supermarket Type1,Male,59,Artist,7222.5984
DRJ51,Low Fat,Dairy,229.0668,OUT035,Small,Tier 2,Supermarket Type1,Female,36,Artist,3225.1352
FDK21,Low Fat,Snack Foods,249.0408,OUT035,Small,Tier 2,Supermarket Type1,Male,37,Entertainment,3755.112
FDY25,Low Fat,Canned,179.3976,OUT013,High,Tier 3,Supermarket Type1,Male,22,Doctor,3440.8544
FDU44,Regular,Fruits and Vegetables,163.4552,OUT035,Small,Tier 2,Supermarket Type1,Male,43,Artist,974.7312
FDL43,Low Fat,Meat,75.367,OUT049,Medium,Tier 1,Supermarket Type1,Male,41,Artist,535.969
FDF05,Low Fat,Frozen Foods,262.491,OUT017,,Tier 2,Supermarket Type1,Female,21,Engineer,5259.82
DRF15,Low Fat,Dairy,152.034,OUT019,Small,Tier 1,Grocery Store,Female,49,Engineer,306.268
FDL20,Low Fat,Fruits and Vegetables,112.3886,OUT018,Medium,Tier 3,Supermarket Type2,Male,38,Doctor,1779.0176
FDV32,Low Fat,Fruits and Vegetables,61.451,OUT049,Medium,Tier 1,Supermarket Type1,Male,47,Artist,759.012
FDJ34,Regular,Snack Foods,125.9704,OUT013,High,Tier 3,Supermarket Type1,Male,70,Lawyer,1877.556
FDG08,Regular,Fruits and Vegetables,171.8764,OUT045,,Tier 2,Supermarket Type1,Female,31,Engineer,3779.0808
FDQ04,Low Fat,Frozen Foods,41.5796,OUT019,Small,Tier 1,Grocery Store,Female,82,Lawyer,41.2796
FDW13,Low Fat,Canned,51.1324,OUT017,,Tier 2,Supermarket Type1,Female,51,Executive,259.662
NCI17,Low Fat,Health and Hygiene,96.341,OUT013,High,Tier 3,Supermarket Type1,Female,42,Homemaker,193.082
FDY03,Regular,Meat,110.9202,OUT045,,Tier 2,Supermarket Type1,Male,38,Artist,1687.803
FDS12,Low Fat,Baking Goods,127.5362,OUT017,,Tier 2,Supermarket Type1,Male,18,Executive,4655.9394
FDJ55,Regular,Meat,225.9404,OUT013,High,Tier 3,Supermarket Type1,Male,50,Artist,4950.8888
DRK01,Low Fat,Soft Drinks,95.4436,OUT035,Small,Tier 2,Supermarket Type1,Female,46,Doctor,1418.154
FDG28,Regular,Frozen Foods,246.4144,OUT017,,Tier 2,Supermarket Type1,Female,72,Lawyer,1225.072
FDY38,Regular,Dairy,231.03,OUT045,,Tier 2,Supermarket Type1,Female,33,Engineer,5359.69
FDN01,Low Fat,Breakfast,176.237,OUT045,,Tier 2,Supermarket Type1,Female,25,Homemaker,1764.37
NCR54,Low Fat,Household,195.211,OUT013,High,Tier 3,Supermarket Type1,Female,75,Entertainment,2553.343
FDG29,Low Fat,Frozen Foods,43.3454,OUT013,High,Tier 3,Supermarket Type1,Male,72,Artist,1006.6896
FDG24,Low Fat,Baking Goods,85.225,OUT013,High,Tier 3,Supermarket Type1,Female,72,Artist,1081.925
FDG59,Low Fat,Starchy Foods,36.7164,OUT017,,Tier 2,Supermarket Type1,Male,36,Entertainment,308.9312
FDM28,Low Fat,Frozen Foods,178.666,OUT013,High,Tier 3,Supermarket Type1,Male,40,Artist,2516.724
FDW04,Regular,Frozen Foods,128.831,OUT046,Small,Tier 1,Supermarket Type1,Female,28,Entertainment,1428.141
FDS26,Low Fat,Dairy,260.1594,OUT013,High,Tier 3,Supermarket Type1,Female,28,Doctor,2093.2752
FDQ56,Low Fat,Fruits and Vegetables,85.6908,OUT013,High,Tier 3,Supermarket Type1,Male,19,Entertainment,1929.4884
FDK51,Low Fat,Dairy,264.0884,OUT035,Small,Tier 2,Supermarket Type1,Male,43,Artist,5829.7448
FDL22,Low Fat,Snack Foods,91.4488,OUT046,Small,Tier 1,Supermarket Type1,Female,35,Artist,2082.6224
FDH19,Low Fat,Meat,173.1738,OUT027,Medium,Tier 3,Supermarket Type3,Male,65,Lawyer,7298.4996
FDY55,Low Fat,Fruits and Vegetables,256.4988,OUT013,High,Tier 3,Supermarket Type1,Male,52,Executive,7452.9652
FDY03,Regular,Meat,110.5202,OUT017,,Tier 2,Supermarket Type1,Female,40,Artist,450.0808
FDK21,Low Fat,Snack Foods,250.4408,OUT010,,Tier 3,Grocery Store,Female,69,Engineer,500.6816
FDZ10,Low Fat,Snack Foods,126.202,OUT027,Medium,Tier 3,Supermarket Type3,Female,22,Healthcare,3668.558
FDZ32,Regular,Fruits and Vegetables,103.1964,OUT018,Medium,Tier 3,Supermarket Type2,Male,47,Executive,736.3748
NCZ18,Low Fat,Household,253.0698,OUT035,Small,Tier 2,Supermarket Type1,Male,29,Marketing,6088.0752
NCF07,Low Fat,Household,101.0016,OUT027,Medium,Tier 3,Supermarket Type3,Male,46,Artist,2125.2336
DRE49,Low Fat,Soft Drinks,153.0024,OUT017,,Tier 2,Supermarket Type1,Male,32,Artist,2277.036
FDJ08,Low Fat,Fruits and Vegetables,190.3846,OUT019,Small,Tier 1,Grocery Store,Female,38,Healthcare,573.2538
FDT39,Regular,Meat,151.1366,OUT035,Small,Tier 2,Supermarket Type1,Male,59,Artist,2267.049
FDE08,Low Fat,Fruits and Vegetables,147.3734,OUT010,,Tier 3,Grocery Store,Female,26,Entertainment,296.9468
NCD06,Low Fat,Household,46.306,OUT018,Medium,Tier 3,Supermarket Type2,Male,26,Healthcare,559.272
FDB57,Regular,Fruits and Vegetables,222.1772,OUT035,Small,Tier 2,Supermarket Type1,Male,28,Marketing,5559.43
NCT54,Low Fat,Household,95.5094,OUT049,Medium,Tier 1,Supermarket Type1,Female,53,Engineer,1237.7222
DRF49,Low Fat,Soft Drinks,113.5518,OUT045,,Tier 2,Supermarket Type1,Female,43,Entertainment,569.259
FDM25,Regular,Breakfast,174.0712,OUT027,Medium,Tier 3,Supermarket Type3,Male,27,Doctor,3866.9664
FDF20,low fat,Fruits and Vegetables,198.4768,OUT045,,Tier 2,Supermarket Type1,Female,32,Artist,1379.5376
FDH27,Low Fat,Dairy,142.7128,OUT018,Medium,Tier 3,Supermarket Type2,Male,26,Engineer,1869.5664
FDV60,Regular,Baking Goods,196.211,OUT027,Medium,Tier 3,Supermarket Type3,Female,31,Entertainment,5499.508
FDY59,Low Fat,Baking Goods,94.3462,OUT049,Medium,Tier 1,Supermarket Type1,Male,39,Executive,925.462
FDK36,Low Fat,Baking Goods,47.9034,OUT035,Small,Tier 2,Supermarket Type1,Female,43,Engineer,583.2408
NCM31,Low Fat,Others,141.4154,OUT046,Small,Tier 1,Supermarket Type1,Male,25,Doctor,1418.154
FDE33,Regular,Fruits and Vegetables,80.2644,OUT017,,Tier 2,Supermarket Type1,Male,40,Artist,942.7728
FDU36,Low Fat,Baking Goods,99.3384,OUT046,Small,Tier 1,Supermarket Type1,Female,40,Entertainment,2364.9216
FDV13,Regular,Canned,87.9856,OUT027,Medium,Tier 3,Supermarket Type3,Male,63,Entertainment,3251.7672
FDV20,Regular,Fruits and Vegetables,125.2678,OUT019,Small,Tier 1,Grocery Store,Female,27,Healthcare,254.3356
NCQ54,Low Fat,Household,167.0474,OUT035,Small,Tier 2,Supermarket Type1,Male,27,Healthcare,5895.659
FDO23,Low Fat,Breads,93.7436,OUT018,Medium,Tier 3,Supermarket Type2,Female,19,Healthcare,1134.5232
DRE60,Low Fat,Soft Drinks,224.972,OUT045,,Tier 2,Supermarket Type1,Female,86,Lawyer,7696.648
DRP47,Low Fat,Hard Drinks,250.5382,OUT017,,Tier 2,Supermarket Type1,Male,41,Marketing,2775.7202
FDB21,Low Fat,Fruits and Vegetables,241.2854,OUT045,,Tier 2,Supermarket Type1,Female,27,Artist,5317.0788
FDR04,Low Fat,Frozen Foods,98.0068,OUT018,Medium,Tier 3,Supermarket Type2,Female,70,Doctor,874.8612
FDX23,Low Fat,Baking Goods,92.6436,OUT046,Small,Tier 1,Supermarket Type1,Female,53,Engineer,1039.9796
FDX19,Low Fat,Fruits and Vegetables,235.0958,OUT035,Small,Tier 2,Supermarket Type1,Female,49,Engineer,3038.0454
FDD40,Regular,Dairy,193.6162,OUT035,Small,Tier 2,Supermarket Type1,Male,55,Executive,3848.324
FDA01,Regular,Canned,59.1904,OUT046,Small,Tier 1,Supermarket Type1,Female,57,Engineer,527.3136
FDS33,Regular,Snack Foods,89.1514,OUT046,Small,Tier 1,Supermarket Type1,Male,83,Lawyer,2390.8878
FDM50,Regular,Canned,60.222,OUT027,Medium,Tier 3,Supermarket Type3,Male,43,Executive,1677.816
FDB29,Regular,Frozen Foods,112.7176,OUT013,High,Tier 3,Supermarket Type1,Male,36,Doctor,801.6232
FDF46,Low Fat,Snack Foods,115.5834,OUT045,,Tier 2,Supermarket Type1,Male,74,Lawyer,1267.0174
FDA33,Low Fat,Snack Foods,148.0076,OUT045,,Tier 2,Supermarket Type1,Female,30,Homemaker,886.8456
FDC08,Regular,Fruits and Vegetables,228.272,OUT010,,Tier 3,Grocery Store,Female,37,Artist,452.744
FDB53,Low Fat,Frozen Foods,147.5392,OUT045,,Tier 2,Supermarket Type1,Female,22,Marketing,3877.6192
FDY31,Low Fat,Fruits and Vegetables,146.6418,OUT027,Medium,Tier 3,Supermarket Type3,Male,19,Healthcare,4414.254
DRQ35,Low Fat,Hard Drinks,122.4388,OUT027,Medium,Tier 3,Supermarket Type3,Male,70,Engineer,5448.9072
FDX36,Regular,Baking Goods,223.9404,OUT049,Medium,Tier 1,Supermarket Type1,Male,89,Lawyer,4950.8888
DRD13,Low Fat,Soft Drinks,62.6168,OUT017,,Tier 2,Supermarket Type1,Male,18,Healthcare,958.752
FDC52,Regular,Dairy,149.9708,OUT017,,Tier 2,Supermarket Type1,Male,25,Doctor,1956.1204
FDB45,Low Fat,Fruits and Vegetables,103.2306,OUT049,Medium,Tier 1,Supermarket Type1,Female,45,Artist,2404.2038
NCK19,Low Fat,Others,194.3478,OUT010,,Tier 3,Grocery Store,Female,35,Artist,387.4956
FDV51,Low Fat,Meat,165.0842,OUT013,High,Tier 3,Supermarket Type1,Female,37,Engineer,994.7052
FDZ35,Regular,Breads,101.299,OUT045,,Tier 2,Supermarket Type1,Female,39,Engineer,1754.383
NCW17,Low Fat,Health and Hygiene,129.9994,OUT027,Medium,Tier 3,Supermarket Type3,Female,32,Healthcare,3340.9844
FDV59,Low Fat,Breads,216.7166,OUT045,,Tier 2,Supermarket Type1,Female,62,Artist,3918.8988
DRH39,Low Fat,Dairy,76.367,OUT013,High,Tier 3,Supermarket Type1,Female,58,Engineer,306.268
FDN60,Low Fat,Baking Goods,158.4604,OUT027,Medium,Tier 3,Supermarket Type3,Female,32,Engineer,4278.4308
FDU55,Low Fat,Fruits and Vegetables,260.6278,OUT045,,Tier 2,Supermarket Type1,Male,25,Healthcare,4425.5726
FDN58,Regular,Snack Foods,230.9984,OUT027,Medium,Tier 3,Supermarket Type3,Female,56,Artist,9267.936
FDC41,Low Fat,Frozen Foods,76.867,OUT019,Small,Tier 1,Grocery Store,Female,36,Entertainment,229.701
FDO01,Regular,Breakfast,129.3994,OUT027,Medium,Tier 3,Supermarket Type3,Female,30,Healthcare,2055.9904
NCO43,Low Fat,Others,101.3016,OUT046,Small,Tier 1,Supermarket Type1,Male,19,Healthcare,3339.6528
FDQ07,Regular,Fruits and Vegetables,221.7456,OUT045,,Tier 2,Supermarket Type1,Male,27,Healthcare,6410.3224
FDF28,Regular,Frozen Foods,122.9046,OUT017,,Tier 2,Supermarket Type1,Female,38,Doctor,1992.0736
FDM01,reg,Breakfast,104.4332,OUT017,,Tier 2,Supermarket Type1,Male,46,Artist,2870.9296
FDY49,Regular,Canned,164.5184,OUT027,Medium,Tier 3,Supermarket Type3,Male,29,Artist,2807.0128
FDR24,Regular,Baking Goods,88.183,OUT013,High,Tier 3,Supermarket Type1,Male,51,Entertainment,539.298
NCY18,Low Fat,Household,174.3054,OUT013,High,Tier 3,Supermarket Type1,Male,55,Artist,4377.635
NCY30,Low Fat,Household,180.9976,OUT045,,Tier 2,Supermarket Type1,Female,69,Engineer,2716.464
FDJ22,Low Fat,Snack Foods,190.9504,OUT019,Small,Tier 1,Grocery Store,Female,26,Healthcare,383.5008
DRI37,Low Fat,Soft Drinks,59.5904,OUT049,Medium,Tier 1,Supermarket Type1,Female,83,Lawyer,703.0848
FDL27,Low Fat,Meat,66.3826,OUT049,Medium,Tier 1,Supermarket Type1,Female,39,Healthcare,1937.478
NCO30,Low Fat,Household,182.2608,OUT049,Medium,Tier 1,Supermarket Type1,Male,35,Artist,3307.6944
NCB07,Low Fat,Household,197.611,OUT049,Medium,Tier 1,Supermarket Type1,Male,19,Marketing,3142.576
FDX25,Low Fat,Canned,181.2292,OUT018,Medium,Tier 3,Supermarket Type2,Female,60,Artist,2554.0088
FDP59,Regular,Breads,104.0648,OUT018,Medium,Tier 3,Supermarket Type2,Male,35,Artist,1869.5664
FDR59,Regular,Breads,260.4594,OUT045,,Tier 2,Supermarket Type1,Female,53,Engineer,5494.8474
FDT27,Regular,Meat,233.1616,OUT013,High,Tier 3,Supermarket Type1,Female,86,Lawyer,6093.4016
DRI01,Low Fat,Soft Drinks,174.0422,OUT046,Small,Tier 1,Supermarket Type1,Female,29,Healthcare,2586.633
FDU09,Regular,Snack Foods,55.2956,OUT049,Medium,Tier 1,Supermarket Type1,Female,26,Doctor,1255.6988
FDH26,Regular,Canned,141.7496,OUT046,Small,Tier 1,Supermarket Type1,Male,36,Engineer,4093.3384
FDH27,Low Fat,Dairy,142.2128,OUT046,Small,Tier 1,Supermarket Type1,Female,22,Homemaker,3163.8816
FDN39,Regular,Meat,166.0816,OUT027,Medium,Tier 3,Supermarket Type3,Male,19,Marketing,5033.448
FDH40,Regular,Frozen Foods,79.9276,OUT046,Small,Tier 1,Supermarket Type1,Female,20,Lawyer,1137.1864
FDJ56,Low Fat,Fruits and Vegetables,98.77,OUT027,Medium,Tier 3,Supermarket Type3,Male,43,Healthcare,2696.49
DRN47,Low Fat,Hard Drinks,178.566,OUT018,Medium,Tier 3,Supermarket Type2,Female,42,Artist,898.83
NCO17,Low Fat,Health and Hygiene,118.244,OUT046,Small,Tier 1,Supermarket Type1,Male,43,Entertainment,2756.412
FDX60,Low Fat,Baking Goods,81.896,OUT045,,Tier 2,Supermarket Type1,Female,50,Engineer,878.856
FDT22,Low Fat,Snack Foods,58.222,OUT049,Medium,Tier 1,Supermarket Type1,Male,25,Entertainment,659.142
FDX26,Low Fat,Dairy,182.6292,OUT019,Small,Tier 1,Grocery Store,Male,61,Artist,182.4292
FDG45,Low Fat,Fruits and Vegetables,211.4902,OUT013,High,Tier 3,Supermarket Type1,Female,28,Healthcare,3610.6334
FDD44,Regular,Fruits and Vegetables,256.4646,OUT035,Small,Tier 2,Supermarket Type1,Male,38,Artist,5153.292
FDS15,Regular,Meat,108.7596,OUT017,,Tier 2,Supermarket Type1,Male,25,Executive,2588.6304
FDL51,Regular,Dairy,212.5876,OUT018,Medium,Tier 3,Supermarket Type2,Female,18,Healthcare,1286.3256
FDL32,Regular,Fruits and Vegetables,110.1544,OUT017,,Tier 2,Supermarket Type1,Male,43,Entertainment,1230.3984
FDZ07,Regular,Fruits and Vegetables,60.2194,OUT027,Medium,Tier 3,Supermarket Type3,Female,27,Artist,1733.7432
NCW53,Low Fat,Health and Hygiene,193.8162,OUT019,Small,Tier 1,Grocery Store,Female,60,Entertainment,384.8324
NCA54,Low Fat,Household,180.0318,OUT045,,Tier 2,Supermarket Type1,Male,75,Lawyer,3969.4996
FDX09,Low Fat,Snack Foods,176.437,OUT035,Small,Tier 2,Supermarket Type1,Female,31,Doctor,7763.228
FDO51,Regular,Meat,41.2112,OUT013,High,Tier 3,Supermarket Type1,Male,23,Doctor,809.6128
FDW49,Low Fat,Canned,178.6002,OUT018,Medium,Tier 3,Supermarket Type2,Male,36,Artist,1253.7014
FDB27,Low Fat,Dairy,195.2768,OUT046,Small,Tier 1,Supermarket Type1,Male,30,Doctor,5715.2272
FDF45,Regular,Fruits and Vegetables,57.7904,OUT013,High,Tier 3,Supermarket Type1,Male,56,Artist,1464.76
FDV02,Low Fat,Dairy,169.8106,OUT013,High,Tier 3,Supermarket Type1,Female,52,Artist,3251.1014
FDY28,Regular,Frozen Foods,214.3218,OUT035,Small,Tier 2,Supermarket Type1,Male,39,Entertainment,4274.436
FDX31,Regular,Fruits and Vegetables,231.7958,OUT027,Medium,Tier 3,Supermarket Type3,Female,35,Artist,5375.0034
FDR43,Low Fat,Fruits and Vegetables,38.019,OUT027,Medium,Tier 3,Supermarket Type3,Male,33,Engineer,1318.284
FDP51,Regular,Meat,119.4124,OUT018,Medium,Tier 3,Supermarket Type2,Female,25,Artist,2251.7356
FDL52,Regular,Frozen Foods,37.4506,OUT017,,Tier 2,Supermarket Type1,Female,27,Artist,1176.4686
FDR44,Regular,Fruits and Vegetables,130.4968,OUT046,Small,Tier 1,Supermarket Type1,Male,35,Artist,3523.4136
FDB34,Low Fat,Snack Foods,86.2198,OUT035,Small,Tier 2,Supermarket Type1,Female,41,Artist,610.5386
FDC50,Low Fat,Canned,96.4094,OUT035,Small,Tier 2,Supermarket Type1,Female,49,Artist,1237.7222
FDT57,Low Fat,Snack Foods,235.1248,OUT010,,Tier 3,Grocery Store,Female,46,Artist,474.0496
FDP22,Regular,Snack Foods,52.6666,OUT027,Medium,Tier 3,Supermarket Type3,Female,31,Healthcare,717.7324
DRE49,LF,Soft Drinks,150.5024,OUT046,Small,Tier 1,Supermarket Type1,Male,49,Doctor,2580.6408
FDM40,Low Fat,Frozen Foods,143.2154,OUT046,Small,Tier 1,Supermarket Type1,Female,26,Artist,2552.6772
FDY32,Low Fat,Fruits and Vegetables,164.021,OUT045,,Tier 2,Supermarket Type1,Male,43,Doctor,3914.904
FDW07,Regular,Fruits and Vegetables,88.5514,OUT046,Small,Tier 1,Supermarket Type1,Female,30,Artist,796.9626
FDU02,Low Fat,Dairy,228.9352,OUT019,Small,Tier 1,Grocery Store,Female,70,Artist,916.1408
NCF18,Low Fat,Household,191.3504,OUT045,,Tier 2,Supermarket Type1,Female,28,Artist,3259.7568
FDQ56,Low Fat,Fruits and Vegetables,84.8908,OUT049,Medium,Tier 1,Supermarket Type1,Female,89,Lawyer,1677.816
FDN58,reg,Snack Foods,230.0984,OUT049,Medium,Tier 1,Supermarket Type1,Female,42,Homemaker,3707.1744
FDG35,Regular,Starchy Foods,173.5738,OUT046,Small,Tier 1,Supermarket Type1,Female,37,Entertainment,2954.1546
FDY34,Regular,Snack Foods,166.4842,OUT018,Medium,Tier 3,Supermarket Type2,Male,29,Executive,2652.5472
NCE19,Low Fat,Household,52.7956,OUT045,,Tier 2,Supermarket Type1,Female,68,Artist,1037.3164
NCK31,Low Fat,Others,50.9666,OUT027,Medium,Tier 3,Supermarket Type3,Female,25,Engineer,717.7324
NCJ29,Low Fat,Health and Hygiene,86.1224,OUT045,,Tier 2,Supermarket Type1,Male,29,Healthcare,426.112
FDT59,Low Fat,Breads,231.1668,OUT035,Small,Tier 2,Supermarket Type1,Female,48,Doctor,6911.004
NCX41,Low Fat,Health and Hygiene,211.0244,OUT046,Small,Tier 1,Supermarket Type1,Female,51,Doctor,3811.0392
FDU45,Regular,Snack Foods,115.3518,OUT027,Medium,Tier 3,Supermarket Type3,Female,40,Engineer,2277.036
FDW24,Low Fat,Baking Goods,48.9034,OUT019,Small,Tier 1,Grocery Store,Male,47,Artist,48.6034
FDF22,Low Fat,Snack Foods,212.8218,OUT049,Medium,Tier 1,Supermarket Type1,Male,39,Executive,5770.4886
FDM60,Regular,Baking Goods,40.2138,OUT046,Small,Tier 1,Supermarket Type1,Male,35,Executive,690.4346
FDR02,Low Fat,Dairy,110.2886,OUT013,High,Tier 3,Supermarket Type1,Female,19,Healthcare,1890.2062
DRP35,Low Fat,Hard Drinks,126.2336,OUT027,Medium,Tier 3,Supermarket Type3,Female,21,Healthcare,3195.84
FDS48,Low Fat,Baking Goods,150.1708,OUT046,Small,Tier 1,Supermarket Type1,Male,46,Entertainment,1504.708
NCZ42,Low Fat,Household,238.3248,OUT010,,Tier 3,Grocery Store,Male,86,Lawyer,711.0744
FDZ38,Low Fat,Dairy,174.2422,OUT018,Medium,Tier 3,Supermarket Type2,Male,66,Artist,4311.055
FDH19,Low Fat,Meat,175.4738,OUT046,Small,Tier 1,Supermarket Type1,Male,42,Marketing,521.3214
NCB55,Low Fat,Household,59.4562,OUT046,Small,Tier 1,Supermarket Type1,Female,73,Lawyer,829.5868
FDC15,LF,Dairy,155.5288,OUT017,,Tier 2,Supermarket Type1,Male,72,Engineer,1571.288
FDF11,Regular,Starchy Foods,239.6538,OUT035,Small,Tier 2,Supermarket Type1,Male,53,Artist,2403.538
FDW35,low fat,Breads,41.6454,OUT019,Small,Tier 1,Grocery Store,Female,39,Artist,83.8908
FDB44,Low Fat,Fruits and Vegetables,211.0586,OUT045,,Tier 2,Supermarket Type1,Female,27,Homemaker,844.2344
NCC06,Low Fat,Household,127.3336,OUT017,,Tier 2,Supermarket Type1,Male,63,Entertainment,2940.1728
FDR04,Low Fat,Frozen Foods,98.0068,OUT010,,Tier 3,Grocery Store,Female,23,Healthcare,291.6204
FDB17,Low Fat,Frozen Foods,181.2976,OUT045,,Tier 2,Supermarket Type1,Female,30,Entertainment,3259.7568
FDW43,Regular,Fruits and Vegetables,226.8036,OUT049,Medium,Tier 1,Supermarket Type1,Female,39,Artist,3415.554
FDA27,Regular,Dairy,256.7672,OUT018,Medium,Tier 3,Supermarket Type2,Male,26,Artist,5624.6784
NCU41,Low Fat,Health and Hygiene,190.1846,OUT049,Medium,Tier 1,Supermarket Type1,Female,50,Entertainment,6687.961
FDY56,Regular,Fruits and Vegetables,227.1062,OUT049,Medium,Tier 1,Supermarket Type1,Female,45,Artist,5642.655
FDV39,Low Fat,Meat,196.2426,OUT018,Medium,Tier 3,Supermarket Type2,Female,62,Entertainment,4943.565
FDN32,Low Fat,Fruits and Vegetables,182.6266,OUT018,Medium,Tier 3,Supermarket Type2,Female,27,Doctor,3135.2522
FDW07,Regular,Fruits and Vegetables,87.4514,OUT045,,Tier 2,Supermarket Type1,Male,57,Entertainment,796.9626
FDZ27,Low Fat,Dairy,51.535,OUT045,,Tier 2,Supermarket Type1,Female,30,Engineer,848.895
FDW23,Low Fat,Baking Goods,37.3164,OUT019,Small,Tier 1,Grocery Store,Male,32,Healthcare,38.6164
FDU01,Regular,Canned,184.5924,OUT046,Small,Tier 1,Supermarket Type1,Male,18,Executive,4997.4948
FDF10,Regular,Snack Foods,149.1418,OUT049,Medium,Tier 1,Supermarket Type1,Male,47,Artist,588.5672
DRH03,Low Fat,Dairy,91.812,OUT019,Small,Tier 1,Grocery Store,Female,32,Artist,372.848
FDW27,Regular,Meat,155.7314,OUT019,Small,Tier 1,Grocery Store,Female,32,Engineer,155.1314
DRI13,Low Fat,Soft Drinks,218.0508,OUT013,High,Tier 3,Supermarket Type1,Male,67,Doctor,3038.7112
NCR05,Low Fat,Health and Hygiene,200.2084,OUT046,Small,Tier 1,Supermarket Type1,Female,77,Lawyer,1587.2672
FDB29,Regular,Frozen Foods,115.4176,OUT045,,Tier 2,Supermarket Type1,Male,79,,687.1056
FDL51,Regular,Dairy,213.4876,OUT049,Medium,Tier 1,Supermarket Type1,Male,31,Entertainment,1929.4884
FDB11,LF,Starchy Foods,223.8404,OUT013,High,Tier 3,Supermarket Type1,Male,42,Artist,3600.6464
FDI35,Low Fat,Starchy Foods,180.7634,OUT046,Small,Tier 1,Supermarket Type1,Female,18,,2181.1608
FDX08,Low Fat,Fruits and Vegetables,181.4318,OUT046,Small,Tier 1,Supermarket Type1,Male,50,Artist,3428.2042
FDP59,Regular,Breads,105.6648,OUT045,,Tier 2,Supermarket Type1,Male,71,Artist,623.1888
NCJ18,Low Fat,Household,120.5124,OUT049,Medium,Tier 1,Supermarket Type1,Female,72,Lawyer,2133.2232
FDJ41,Low Fat,Frozen Foods,261.6594,OUT018,Medium,Tier 3,Supermarket Type2,Male,47,Artist,3401.5722
FDU08,Low Fat,Fruits and Vegetables,101.0042,OUT035,Small,Tier 2,Supermarket Type1,Male,45,Artist,1289.6546
FDS09,Regular,Snack Foods,49.6008,OUT019,Small,Tier 1,Grocery Store,Female,40,Engineer,50.6008
DRH15,Low Fat,Dairy,45.9428,OUT013,High,Tier 3,Supermarket Type1,Female,36,Engineer,790.9704
NCV17,Low Fat,Health and Hygiene,129.2626,OUT017,,Tier 2,Supermarket Type1,Female,42,Artist,3147.9024
NCO54,Low Fat,Household,56.7614,OUT027,Medium,Tier 3,Supermarket Type3,Male,30,Healthcare,2486.763
FDE24,Low Fat,Baking Goods,141.0812,OUT035,Small,Tier 2,Supermarket Type1,Female,29,Healthcare,1139.8496
FDH53,Regular,Frozen Foods,84.3592,OUT046,Small,Tier 1,Supermarket Type1,Male,28,Engineer,1816.3024
FDZ13,Regular,Canned,51.935,OUT018,Medium,Tier 3,Supermarket Type2,Male,22,Healthcare,199.74
FDW28,Low Fat,Frozen Foods,196.7452,OUT045,,Tier 2,Supermarket Type1,Male,85,Lawyer,978.726
FDU46,Regular,Snack Foods,85.854,OUT013,High,Tier 3,Supermarket Type1,Female,40,Artist,2683.174
NCE43,LF,Household,169.9448,OUT035,Small,Tier 2,Supermarket Type1,Female,52,Artist,2897.5616
FDS26,Low Fat,Dairy,260.5594,OUT027,Medium,Tier 3,Supermarket Type3,Male,47,Artist,9158.079
FDB14,Regular,Canned,93.212,OUT046,Small,Tier 1,Supermarket Type1,Male,26,Artist,1957.452
